Pet ID,Species,Breed,Age,Symptoms,Medical Health,Treatment,Weight (kg),Owner ID,Checkup Date
PET0829,Cat,Bengal,9,Diarrhea,Recovering,Surgery,34.54,OWN0829,2024-04-08
PET0830,Dog,Beagle,8,Lethargy,Critical,None,19.35,OWN0830,2024-04-09
PET0831,Rabbit,Netherland Dwarf,3,Diarrhea,Critical,Surgery,39.79,OWN0831,2024-04-10
PET0832,Bird,Parrot,8,Lethargy,Chronic Illness,Therapy,27.33,OWN0832,2024-04-11
PET0833,Cat,Persian,14,Diarrhea,Healthy,Medication,3.43,OWN0833,2024-04-12
PET0834,Dog,Labrador,9,Vomiting,Recovering,None,39.72,OWN0834,2024-04-13
PET0835,Hamster,Winter White,14,Sneezing,Healthy,None,16.61,OWN0835,2024-04-14
PET0836,Rabbit,Holland Lop,3,Vomiting,Critical,Surgery,11.85,OWN0836,2024-04-15
PET0837,Cat,Bengal,3,Coughing,Healthy,Therapy,22.54,OWN0837,2024-04-16
PET0838,Cat,Siamese,2,Sneezing,Recovering,Observation,12.52,OWN0838,2024-04-17
PET0839,Bird,Cockatiel,8,Vomiting,Chronic Illness,Therapy,3.92,OWN0839,2024-04-18
PET0840,Bird,Parakeet,10,Coughing,Minor Illness,None,0.56,OWN0840,2024-04-19
PET0841,Hamster,Roborovski,1,Lethargy,Healthy,Observation,18.26,OWN0841,2024-04-20
PET0842,Hamster,Roborovski,8,Lethargy,Minor Illness,Therapy,33.56,OWN0842,2024-04-21
PET0843,Dog,Labrador,7,Diarrhea,Critical,Medication,23.11,OWN0843,2024-04-22
PET0844,Dog,Labrador,14,Sneezing,Chronic Illness,Surgery,39.97,OWN0844,2024-04-23
PET0845,Hamster,Winter White,7,Lethargy,Chronic Illness,Therapy,11.83,OWN0845,2024-04-24
PET0846,Hamster,Winter White,3,Sneezing,Healthy,Therapy,11.58,OWN0846,2024-04-25
PET0847,Rabbit,Netherland Dwarf,1,Lethargy,Chronic Illness,Medication,6.81,OWN0847,2024-04-26
PET0848,Bird,Cockatiel,4,Diarrhea,Healthy,None,6.98,OWN0848,2024-04-27
PET0849,Dog,Beagle,9,Vomiting,Healthy,Surgery,11.76,OWN0849,2024-04-28
PET0850,Bird,Parakeet,5,Diarrhea,Minor Illness,Therapy,31.82,OWN0850,2024-04-29
PET0851,Bird,Parrot,1,Coughing,Chronic Illness,Observation,36.28,OWN0851,2024-04-30
PET0852,Hamster,Chinese,5,Lethargy,Healthy,Therapy,39.02,OWN0852,2024-05-01
PET0853,Rabbit,Mini Rex,13,Coughing,Minor Illness,Surgery,9.68,OWN0853,2024-05-02
PET0854,Cat,Bengal,8,Coughing,Recovering,Therapy,35.31,OWN0854,2024-05-03
PET0855,Rabbit,Flemish Giant,8,Sneezing,Minor Illness,Medication,13.47,OWN0855,2024-05-04
PET0856,Rabbit,Flemish Giant,5,Lethargy,Minor Illness,Therapy,4.96,OWN0856,2024-05-05
PET0857,Bird,Cockatiel,12,Coughing,Healthy,Therapy,34.87,OWN0857,2024-05-06
PET0858,Rabbit,Flemish Giant,9,Vomiting,Critical,Observation,25.63,OWN0858,2024-05-07
PET0859,Dog,Beagle,1,Coughing,Critical,Medication,7.01,OWN0859,2024-05-08
PET0860,Bird,Cockatiel,4,Vomiting,Critical,Medication,17.48,OWN0860,2024-05-09
PET0861,Dog,Bulldog,3,Sneezing,Minor Illness,Therapy,11.85,OWN0861,2024-05-10
PET0862,Cat,Sphynx,2,Coughing,Healthy,Observation,29.6,OWN0862,2024-05-11
PET0863,Bird,Finch,8,Diarrhea,Chronic Illness,Therapy,18.41,OWN0863,2024-05-12
PET0864,Cat,Persian,7,Sneezing,Minor Illness,Therapy,39.58,OWN0864,2024-05-13
PET0865,Bird,Parakeet,9,Vomiting,Minor Illness,Surgery,2.66,OWN0865,2024-05-14
PET0866,Hamster,Roborovski,2,Sneezing,Healthy,Surgery,14.52,OWN0866,2024-05-15
PET0867,Rabbit,Lionhead,14,Coughing,Recovering,Observation,19.54,OWN0867,2024-05-16
PET0868,Hamster,Winter White,14,Lethargy,Minor Illness,None,20.37,OWN0868,2024-05-17
PET0869,Cat,Maine Coon,4,Lethargy,Recovering,Surgery,12.98,OWN0869,2024-05-18
PET0870,Rabbit,Netherland Dwarf,14,Vomiting,Recovering,None,29.3,OWN0870,2024-05-19
PET0871,Bird,Canary,6,Vomiting,Critical,Medication,35.05,OWN0871,2024-05-20
PET0872,Rabbit,Holland Lop,11,Lethargy,Healthy,Surgery,37.58,OWN0872,2024-05-21
PET0873,Dog,Beagle,3,Vomiting,Recovering,Surgery,32.3,OWN0873,2024-05-22
PET0874,Rabbit,Lionhead,8,Sneezing,Healthy,Observation,34.1,OWN0874,2024-05-23
PET0875,Dog,Beagle,3,Diarrhea,Critical,None,22.25,OWN0875,2024-05-24
PET0876,Rabbit,Mini Rex,14,Diarrhea,Healthy,Surgery,33.12,OWN0876,2024-05-25
PET0877,Dog,Labrador,12,Sneezing,Minor Illness,Surgery,12.49,OWN0877,2024-05-26
PET0878,Cat,Maine Coon,13,Diarrhea,Recovering,Observation,16.24,OWN0878,2024-05-27
PET0879,Hamster,Syrian,13,Coughing,Healthy,Observation,13.02,OWN0879,2024-05-28
PET0880,Bird,Finch,2,Sneezing,Chronic Illness,None,18.96,OWN0880,2024-05-29
PET0881,Rabbit,Mini Rex,13,Vomiting,Healthy,Medication,11.78,OWN0881,2024-05-30
PET0882,Hamster,Syrian,13,Sneezing,Recovering,Medication,38.48,OWN0882,2024-05-31
PET0883,Bird,Parakeet,3,Lethargy,Critical,Therapy,12.86,OWN0883,2024-06-01
PET0884,Bird,Finch,11,Vomiting,Critical,Surgery,4.37,OWN0884,2024-06-02
PET0885,Dog,Bulldog,6,Lethargy,Recovering,None,21.31,OWN0885,2024-06-03
PET0886,Cat,Siamese,2,Vomiting,Minor Illness,Surgery,2.76,OWN0886,2024-06-04
PET0887,Cat,Bengal,8,Diarrhea,Minor Illness,None,4.87,OWN0887,2024-06-05
PET0888,Hamster,Chinese,1,Sneezing,Critical,None,9.17,OWN0888,2024-06-06
PET0889,Cat,Siamese,7,Coughing,Critical,None,18.84,OWN0889,2024-06-07
PET0890,Rabbit,Mini Rex,2,Vomiting,Recovering,Surgery,17.61,OWN0890,2024-06-08
PET0891,Cat,Bengal,10,Vomiting,Minor Illness,Observation,32.09,OWN0891,2024-06-09
PET0892,Hamster,Chinese,12,Lethargy,Critical,Surgery,29.71,OWN0892,2024-06-10
PET0893,Cat,Sphynx,6,Diarrhea,Minor Illness,None,17.34,OWN0893,2024-06-11
PET0894,Rabbit,Flemish Giant,12,Lethargy,Critical,Therapy,13.68,OWN0894,2024-06-12
PET0895,Dog,Bulldog,2,Lethargy,Healthy,Medication,13.0,OWN0895,2024-06-13
PET0896,Hamster,Chinese,2,Diarrhea,Chronic Illness,None,31.07,OWN0896,2024-06-14
PET0897,Dog,Beagle,10,Coughing,Healthy,Therapy,2.56,OWN0897,2024-06-15
PET0898,Dog,Terrier,13,Lethargy,Critical,Observation,1.01,OWN0898,2024-06-16
PET0899,Dog,Bulldog,8,Lethargy,Chronic Illness,None,31.92,OWN0899,2024-06-17
PET0900,Bird,Cockatiel,12,Vomiting,Chronic Illness,Therapy,19.35,OWN0900,2024-06-18
PET0901,Bird,Finch,2,Diarrhea,Critical,None,5.67,OWN0901,2024-06-19
PET0902,Dog,Poodle,7,Sneezing,Critical,Surgery,9.8,OWN0902,2024-06-20
PET0903,Hamster,Chinese,3,Coughing,Minor Illness,Therapy,37.33,OWN0903,2024-06-21
PET0904,Rabbit,Mini Rex,8,Coughing,Critical,Surgery,34.45,OWN0904,2024-06-22
PET0905,Rabbit,Mini Rex,7,Diarrhea,Recovering,Surgery,28.54,OWN0905,2024-06-23
PET0906,Cat,Sphynx,14,Vomiting,Critical,Therapy,19.55,OWN0906,2024-06-24
PET0907,Hamster,Dwarf Campbell,8,Vomiting,Recovering,Medication,21.05,OWN0907,2024-06-25
PET0908,Bird,Finch,14,Diarrhea,Critical,Therapy,39.02,OWN0908,2024-06-26
PET0909,Dog,Terrier,7,Vomiting,Minor Illness,Medication,38.65,OWN0909,2024-06-27
PET0910,Cat,Sphynx,11,Coughing,Recovering,None,9.0,OWN0910,2024-06-28
PET0911,Rabbit,Netherland Dwarf,6,Coughing,Healthy,None,32.54,OWN0911,2024-06-29
PET0912,Bird,Canary,13,Sneezing,Recovering,Therapy,8.29,OWN0912,2024-06-30
PET0913,Bird,Cockatiel,7,Diarrhea,Minor Illness,None,8.93,OWN0913,2024-07-01
PET0914,Dog,Labrador,5,Lethargy,Recovering,Observation,27.21,OWN0914,2024-07-02
PET0915,Rabbit,Mini Rex,7,Lethargy,Critical,Surgery,16.5,OWN0915,2024-07-03
PET0916,Hamster,Winter White,1,Sneezing,Critical,Surgery,37.3,OWN0916,2024-07-04
PET0917,Bird,Canary,1,Sneezing,Minor Illness,Medication,4.02,OWN0917,2024-07-05
PET0918,Dog,Beagle,9,Vomiting,Chronic Illness,None,20.71,OWN0918,2024-07-06
PET0919,Hamster,Winter White,14,Sneezing,Critical,Medication,36.78,OWN0919,2024-07-07
PET0920,Rabbit,Mini Rex,5,Sneezing,Healthy,Surgery,36.21,OWN0920,2024-07-08
PET0921,Bird,Cockatiel,13,Lethargy,Minor Illness,Surgery,6.68,OWN0921,2024-07-09
PET0922,Hamster,Dwarf Campbell,5,Vomiting,Recovering,None,14.98,OWN0922,2024-07-10
PET0923,Hamster,Winter White,3,Sneezing,Recovering,Observation,24.96,OWN0923,2024-07-11
PET0924,Hamster,Winter White,5,Sneezing,Healthy,Observation,6.8,OWN0924,2024-07-12
PET0925,Bird,Parakeet,3,Vomiting,Critical,None,38.74,OWN0925,2024-07-13
PET0926,Bird,Parrot,9,Diarrhea,Minor Illness,None,36.63,OWN0926,2024-07-14
PET0927,Cat,Maine Coon,9,Vomiting,Healthy,Medication,7.09,OWN0927,2024-07-15
PET0928,Rabbit,Holland Lop,6,Lethargy,Critical,None,5.29,OWN0928,2024-07-16
PET0929,Dog,Bulldog,1,Diarrhea,Minor Illness,Observation,3.87,OWN0929,2024-07-17
PET0930,Hamster,Roborovski,7,Coughing,Recovering,None,36.42,OWN0930,2024-07-18
PET0931,Cat,Sphynx,7,Vomiting,Minor Illness,Medication,8.15,OWN0931,2024-07-19
PET0932,Dog,Bulldog,14,Lethargy,Chronic Illness,Medication,16.94,OWN0932,2024-07-20
PET0933,Cat,Sphynx,10,Diarrhea,Minor Illness,Medication,18.23,OWN0933,2024-07-21
PET0934,Bird,Canary,10,Vomiting,Chronic Illness,Medication,24.16,OWN0934,2024-07-22
PET0935,Hamster,Chinese,4,Sneezing,Minor Illness,Therapy,3.33,OWN0935,2024-07-23
PET0936,Dog,Beagle,8,Vomiting,Chronic Illness,None,9.46,OWN0936,2024-07-24
PET0937,Dog,Bulldog,6,Coughing,Recovering,Surgery,37.29,OWN0937,2024-07-25
PET0938,Dog,Bulldog,4,Vomiting,Critical,None,36.38,OWN0938,2024-07-26
PET0939,Dog,Beagle,4,Diarrhea,Chronic Illness,Therapy,31.36,OWN0939,2024-07-27
PET0940,Dog,Poodle,2,Diarrhea,Chronic Illness,Medication,1.27,OWN0940,2024-07-28
PET0941,Cat,Siamese,14,Vomiting,Recovering,Therapy,13.42,OWN0941,2024-07-29
PET0942,Hamster,Winter White,2,Diarrhea,Chronic Illness,Observation,25.3,OWN0942,2024-07-30
PET0943,Bird,Parakeet,12,Sneezing,Healthy,Observation,11.37,OWN0943,2024-07-31
PET0944,Bird,Cockatiel,14,Vomiting,Recovering,None,36.43,OWN0944,2024-08-01
PET0945,Bird,Canary,4,Sneezing,Healthy,None,25.54,OWN0945,2024-08-02
PET0946,Bird,Cockatiel,5,Sneezing,Recovering,Surgery,3.34,OWN0946,2024-08-03
PET0947,Cat,Persian,8,Lethargy,Chronic Illness,Surgery,36.41,OWN0947,2024-08-04
PET0948,Rabbit,Mini Rex,6,Vomiting,Healthy,Observation,38.33,OWN0948,2024-08-05
PET0949,Hamster,Syrian,14,Diarrhea,Chronic Illness,Medication,3.57,OWN0949,2024-08-06
PET0950,Dog,Labrador,4,Sneezing,Recovering,Therapy,21.53,OWN0950,2024-08-07
PET0951,Rabbit,Holland Lop,13,Lethargy,Chronic Illness,Surgery,12.48,OWN0951,2024-08-08
PET0952,Bird,Parrot,11,Vomiting,Healthy,Surgery,16.02,OWN0952,2024-08-09
PET0953,Rabbit,Holland Lop,7,Vomiting,Healthy,Medication,7.6,OWN0953,2024-08-10
PET0954,Hamster,Syrian,8,Coughing,Chronic Illness,Medication,23.33,OWN0954,2024-08-11
PET0955,Dog,Beagle,2,Coughing,Minor Illness,None,38.34,OWN0955,2024-08-12
PET0956,Dog,Bulldog,12,Sneezing,Recovering,Therapy,20.37,OWN0956,2024-08-13
PET0957,Hamster,Winter White,7,Coughing,Recovering,Medication,3.78,OWN0957,2024-08-14
PET0958,Hamster,Syrian,14,Sneezing,Chronic Illness,Surgery,24.99,OWN0958,2024-08-15
PET0959,Bird,Canary,2,Diarrhea,Minor Illness,Surgery,13.94,OWN0959,2024-08-16
PET0960,Dog,Beagle,2,Sneezing,Healthy,Observation,34.31,OWN0960,2024-08-17
PET0961,Rabbit,Netherland Dwarf,8,Coughing,Critical,Medication,17.67,OWN0961,2024-08-18
PET0962,Cat,Bengal,2,Diarrhea,Critical,None,8.12,OWN0962,2024-08-19
PET0963,Cat,Sphynx,11,Coughing,Chronic Illness,Therapy,8.05,OWN0963,2024-08-20
PET0964,Hamster,Chinese,9,Sneezing,Minor Illness,None,30.87,OWN0964,2024-08-21
PET0965,Bird,Finch,12,Lethargy,Minor Illness,Surgery,10.99,OWN0965,2024-08-22
PET0966,Cat,Persian,1,Vomiting,Recovering,None,30.81,OWN0966,2024-08-23
PET0967,Dog,Poodle,9,Coughing,Healthy,Surgery,8.63,OWN0967,2024-08-24
PET0968,Hamster,Syrian,1,Sneezing,Minor Illness,Surgery,13.21,OWN0968,2024-08-25
PET0969,Rabbit,Holland Lop,10,Diarrhea,Critical,Surgery,18.89,OWN0969,2024-08-26
PET0970,Hamster,Chinese,13,Coughing,Healthy,Surgery,37.76,OWN0970,2024-08-27
PET0971,Rabbit,Mini Rex,10,Coughing,Healthy,Surgery,37.3,OWN0971,2024-08-28
PET0972,Hamster,Roborovski,2,Vomiting,Chronic Illness,Observation,8.67,OWN0972,2024-08-29
PET0973,Hamster,Winter White,6,Sneezing,Minor Illness,None,14.65,OWN0973,2024-08-30
PET0974,Hamster,Chinese,6,Lethargy,Chronic Illness,Observation,6.4,OWN0974,2024-08-31
PET0975,Rabbit,Holland Lop,1,Diarrhea,Minor Illness,Observation,20.64,OWN0975,2024-09-01
PET0976,Rabbit,Mini Rex,7,Sneezing,Recovering,Medication,18.69,OWN0976,2024-09-02
PET0977,Hamster,Winter White,8,Diarrhea,Chronic Illness,Medication,36.08,OWN0977,2024-09-03
PET0978,Cat,Siamese,2,Coughing,Chronic Illness,Medication,37.24,OWN0978,2024-09-04
PET0979,Bird,Finch,8,Vomiting,Critical,Therapy,15.65,OWN0979,2024-09-05
PET0980,Bird,Parrot,9,Vomiting,Chronic Illness,Medication,19.92,OWN0980,2024-09-06
PET0981,Bird,Cockatiel,6,Lethargy,Minor Illness,None,35.9,OWN0981,2024-09-07
PET0982,Rabbit,Lionhead,5,Vomiting,Critical,Observation,32.36,OWN0982,2024-09-08
PET0983,Rabbit,Lionhead,12,Coughing,Chronic Illness,None,0.64,OWN0983,2024-09-09
PET0984,Cat,Siamese,9,Lethargy,Chronic Illness,Medication,13.14,OWN0984,2024-09-10
PET0985,Bird,Cockatiel,13,Sneezing,Recovering,Therapy,17.16,OWN0985,2024-09-11
PET0986,Bird,Parakeet,12,Vomiting,Chronic Illness,Therapy,9.57,OWN0986,2024-09-12
PET0987,Hamster,Winter White,11,Lethargy,Healthy,Observation,8.38,OWN0987,2024-09-13
PET0988,Rabbit,Netherland Dwarf,9,Coughing,Critical,None,1.99,OWN0988,2024-09-14
PET0989,Bird,Parakeet,1,Diarrhea,Healthy,Surgery,25.91,OWN0989,2024-09-15
PET0990,Cat,Maine Coon,11,Diarrhea,Critical,None,10.87,OWN0990,2024-09-16
PET0991,Cat,Bengal,3,Coughing,Recovering,Medication,2.57,OWN0991,2024-09-17
PET0992,Bird,Finch,9,Coughing,Chronic Illness,Surgery,9.62,OWN0992,2024-09-18
PET0993,Rabbit,Lionhead,11,Diarrhea,Chronic Illness,Therapy,32.18,OWN0993,2024-09-19
PET0994,Cat,Bengal,2,Lethargy,Chronic Illness,Observation,34.13,OWN0994,2024-09-20
PET0995,Hamster,Roborovski,12,Diarrhea,Critical,Observation,19.58,OWN0995,2024-09-21
PET0996,Cat,Maine Coon,4,Coughing,Chronic Illness,Therapy,16.93,OWN0996,2024-09-22
PET0997,Dog,Beagle,4,Vomiting,Healthy,Medication,39.13,OWN0997,2024-09-23
PET0998,Dog,Terrier,2,Sneezing,Chronic Illness,Therapy,8.42,OWN0998,2024-09-24
PET0999,Rabbit,Mini Rex,3,Vomiting,Recovering,Medication,9.01,OWN0999,2024-09-25
PET1000,Bird,Canary,13,Vomiting,Healthy,Surgery,12.03,OWN1000,2024-09-26
PET1001,Rabbit,Flemish Giant,3,Coughing,Chronic Illness,Therapy,7.32,OWN1001,2024-09-27
PET1002,Rabbit,Holland Lop,1,Diarrhea,Chronic Illness,Medication,15.48,OWN1002,2024-09-28
PET1003,Rabbit,Holland Lop,6,Lethargy,Minor Illness,Surgery,36.48,OWN1003,2024-09-29
PET1004,Rabbit,Holland Lop,8,Vomiting,Critical,Therapy,24.81,OWN1004,2024-09-30
PET1005,Hamster,Dwarf Campbell,12,Diarrhea,Healthy,Observation,16.77,OWN1005,2024-10-01
PET1006,Hamster,Dwarf Campbell,3,Lethargy,Minor Illness,Therapy,37.41,OWN1006,2024-10-02
PET1007,Cat,Maine Coon,5,Vomiting,Recovering,None,2.41,OWN1007,2024-10-03
PET1008,Dog,Labrador,1,Lethargy,Critical,Therapy,8.81,OWN1008,2024-10-04
PET1009,Rabbit,Flemish Giant,10,Diarrhea,Healthy,None,22.85,OWN1009,2024-10-05
PET1010,Cat,Bengal,7,Sneezing,Chronic Illness,Surgery,24.81,OWN1010,2024-10-06
PET1011,Dog,Labrador,10,Diarrhea,Healthy,Therapy,2.06,OWN1011,2024-10-07
PET1012,Bird,Parrot,13,Coughing,Chronic Illness,Surgery,16.42,OWN1012,2024-10-08
PET1013,Hamster,Syrian,1,Lethargy,Critical,Surgery,26.14,OWN1013,2024-10-09
PET1014,Dog,Beagle,12,Sneezing,Chronic Illness,Medication,28.07,OWN1014,2024-10-10
PET1015,Bird,Canary,11,Lethargy,Recovering,Surgery,25.71,OWN1015,2024-10-11
PET1016,Dog,Beagle,9,Lethargy,Chronic Illness,Surgery,13.16,OWN1016,2024-10-12
PET1017,Hamster,Winter White,8,Vomiting,Recovering,Therapy,4.19,OWN1017,2024-10-13
PET1018,Hamster,Chinese,7,Coughing,Critical,Therapy,17.37,OWN1018,2024-10-14
PET1019,Cat,Bengal,10,Lethargy,Critical,Observation,5.59,OWN1019,2024-10-15
PET1020,Rabbit,Lionhead,7,Diarrhea,Healthy,Medication,37.93,OWN1020,2024-10-16
PET1021,Dog,Beagle,5,Diarrhea,Recovering,Surgery,19.27,OWN1021,2024-10-17
PET1022,Dog,Terrier,5,Vomiting,Recovering,Medication,13.03,OWN1022,2024-10-18
PET1023,Bird,Cockatiel,11,Coughing,Minor Illness,None,30.77,OWN1023,2024-10-19
PET1024,Hamster,Chinese,13,Coughing,Minor Illness,Surgery,20.17,OWN1024,2024-10-20
PET1025,Dog,Beagle,5,Diarrhea,Minor Illness,Medication,12.75,OWN1025,2024-10-21
PET1026,Hamster,Roborovski,1,Sneezing,Chronic Illness,Observation,32.57,OWN1026,2024-10-22
PET1027,Dog,Beagle,8,Vomiting,Minor Illness,Observation,34.75,OWN1027,2024-10-23
PET1028,Cat,Siamese,12,Vomiting,Recovering,Surgery,27.08,OWN1028,2024-10-24
PET1029,Rabbit,Netherland Dwarf,11,Diarrhea,Chronic Illness,None,2.36,OWN1029,2024-10-25
PET1030,Dog,Labrador,1,Diarrhea,Critical,Observation,22.87,OWN1030,2024-10-26
PET1031,Hamster,Syrian,4,Sneezing,Healthy,Observation,30.65,OWN1031,2024-10-27
PET1032,Cat,Maine Coon,9,Sneezing,Minor Illness,None,5.89,OWN1032,2024-10-28
PET1033,Dog,Bulldog,14,Coughing,Critical,Medication,9.53,OWN1033,2024-10-29
PET1034,Bird,Canary,9,Vomiting,Recovering,Observation,35.36,OWN1034,2024-10-30
PET1035,Rabbit,Holland Lop,5,Vomiting,Healthy,Therapy,1.29,OWN1035,2024-10-31
PET1036,Dog,Beagle,4,Diarrhea,Critical,Observation,30.23,OWN1036,2024-11-01
PET1037,Cat,Bengal,3,Coughing,Healthy,Medication,19.21,OWN1037,2024-11-02
PET1038,Bird,Parakeet,3,Vomiting,Minor Illness,Medication,18.15,OWN1038,2024-11-03
PET1039,Cat,Sphynx,12,Coughing,Recovering,Surgery,0.78,OWN1039,2024-11-04
PET1040,Cat,Bengal,5,Coughing,Healthy,Therapy,32.87,OWN1040,2024-11-05
PET1041,Bird,Finch,10,Diarrhea,Critical,Medication,14.71,OWN1041,2024-11-06
PET1042,Cat,Siamese,1,Coughing,Minor Illness,None,21.86,OWN1042,2024-11-07
PET1043,Bird,Cockatiel,5,Sneezing,Minor Illness,Therapy,27.25,OWN1043,2024-11-08
PET1044,Dog,Poodle,6,Sneezing,Critical,Therapy,28.25,OWN1044,2024-11-09
PET1045,Bird,Canary,7,Lethargy,Critical,None,38.26,OWN1045,2024-11-10
PET1046,Bird,Parrot,12,Diarrhea,Healthy,Observation,21.49,OWN1046,2024-11-11
PET1047,Rabbit,Flemish Giant,9,Lethargy,Chronic Illness,None,16.29,OWN1047,2024-11-12
PET1048,Bird,Parrot,3,Sneezing,Minor Illness,None,38.17,OWN1048,2024-11-13
PET1049,Bird,Canary,2,Lethargy,Healthy,Observation,25.86,OWN1049,2024-11-14
PET1050,Dog,Terrier,14,Diarrhea,Critical,Observation,12.28,OWN1050,2024-11-15
PET1051,Rabbit,Mini Rex,3,Diarrhea,Healthy,Observation,5.5,OWN1051,2024-11-16
PET1052,Hamster,Winter White,12,Coughing,Critical,Observation,33.78,OWN1052,2024-11-17
PET1053,Dog,Bulldog,9,Vomiting,Recovering,Observation,14.81,OWN1053,2024-11-18
PET1054,Dog,Poodle,12,Coughing,Critical,None,26.59,OWN1054,2024-11-19
PET1055,Hamster,Roborovski,7,Diarrhea,Critical,Surgery,19.1,OWN1055,2024-11-20
PET1056,Bird,Parrot,9,Sneezing,Critical,Surgery,8.36,OWN1056,2024-11-21
PET1057,Cat,Bengal,13,Sneezing,Chronic Illness,Medication,24.27,OWN1057,2024-11-22
PET1058,Rabbit,Mini Rex,2,Coughing,Critical,Surgery,2.9,OWN1058,2024-11-23
PET1059,Cat,Sphynx,5,Diarrhea,Minor Illness,Surgery,16.83,OWN1059,2024-11-24
PET1060,Hamster,Dwarf Campbell,13,Sneezing,Minor Illness,None,22.09,OWN1060,2024-11-25
PET1061,Dog,Beagle,4,Diarrhea,Healthy,Observation,17.72,OWN1061,2024-11-26
PET1062,Dog,Terrier,2,Sneezing,Chronic Illness,Observation,30.07,OWN1062,2024-11-27
PET1063,Rabbit,Mini Rex,9,Diarrhea,Healthy,None,33.2,OWN1063,2024-11-28
PET1064,Dog,Bulldog,9,Lethargy,Minor Illness,Surgery,30.96,OWN1064,2024-11-29
PET1065,Dog,Poodle,6,Diarrhea,Minor Illness,None,2.03,OWN1065,2024-11-30
PET1066,Rabbit,Netherland Dwarf,11,Diarrhea,Recovering,Medication,8.17,OWN1066,2024-12-01
PET1067,Rabbit,Lionhead,6,Coughing,Critical,Observation,21.7,OWN1067,2024-12-02
PET1068,Hamster,Chinese,8,Lethargy,Minor Illness,Therapy,37.43,OWN1068,2024-12-03
PET1069,Dog,Terrier,6,Vomiting,Healthy,Medication,33.48,OWN1069,2024-12-04
PET1070,Dog,Poodle,1,Coughing,Healthy,Medication,33.78,OWN1070,2024-12-05
PET1071,Hamster,Winter White,4,Vomiting,Critical,None,12.48,OWN1071,2024-12-06
PET1072,Bird,Cockatiel,13,Sneezing,Critical,Surgery,17.46,OWN1072,2024-12-07
PET1073,Bird,Parrot,7,Vomiting,Recovering,Observation,19.09,OWN1073,2024-12-08
PET1074,Bird,Finch,13,Diarrhea,Chronic Illness,Therapy,6.72,OWN1074,2024-12-09
PET1075,Hamster,Roborovski,13,Vomiting,Healthy,Medication,1.73,OWN1075,2024-12-10
PET1076,Dog,Terrier,2,Coughing,Critical,Therapy,37.9,OWN1076,2024-12-11
PET1077,Hamster,Chinese,9,Coughing,Healthy,Surgery,10.01,OWN1077,2024-12-12
PET1078,Hamster,Syrian,8,Vomiting,Critical,Surgery,9.98,OWN1078,2024-12-13
PET1079,Bird,Cockatiel,8,Coughing,Minor Illness,Therapy,3.79,OWN1079,2024-12-14
PET1080,Cat,Persian,7,Coughing,Healthy,Observation,37.18,OWN1080,2024-12-15
PET1081,Dog,Beagle,4,Vomiting,Minor Illness,Surgery,23.4,OWN1081,2024-12-16
PET1082,Bird,Parrot,2,Lethargy,Healthy,Therapy,26.85,OWN1082,2024-12-17
PET1083,Cat,Bengal,3,Lethargy,Chronic Illness,Medication,36.51,OWN1083,2024-12-18
PET1084,Cat,Sphynx,12,Sneezing,Recovering,Therapy,14.15,OWN1084,2024-12-19
PET1085,Rabbit,Lionhead,6,Coughing,Minor Illness,Therapy,25.05,OWN1085,2024-12-20
PET1086,Dog,Labrador,12,Vomiting,Critical,None,2.03,OWN1086,2024-12-21
PET1087,Cat,Bengal,12,Coughing,Chronic Illness,Surgery,7.88,OWN1087,2024-12-22
PET1088,Bird,Finch,5,Diarrhea,Healthy,Observation,33.33,OWN1088,2024-12-23
PET1089,Rabbit,Netherland Dwarf,12,Coughing,Minor Illness,Observation,30.79,OWN1089,2024-12-24
PET1090,Dog,Beagle,8,Coughing,Healthy,None,14.35,OWN1090,2024-12-25
PET1091,Hamster,Roborovski,6,Lethargy,Healthy,Observation,15.38,OWN1091,2024-12-26
PET1092,Bird,Parrot,6,Vomiting,Healthy,Therapy,21.58,OWN1092,2024-12-27
PET1093,Cat,Persian,1,Coughing,Recovering,None,0.51,OWN1093,2024-12-28
PET1094,Cat,Sphynx,4,Lethargy,Recovering,Medication,10.03,OWN1094,2024-12-29
PET1095,Bird,Finch,5,Sneezing,Critical,Surgery,8.73,OWN1095,2024-12-30
PET1096,Cat,Maine Coon,12,Lethargy,Minor Illness,Surgery,10.39,OWN1096,2024-12-31
PET1097,Rabbit,Netherland Dwarf,11,Lethargy,Chronic Illness,Surgery,32.33,OWN1097,2025-01-01
PET1098,Dog,Labrador,3,Lethargy,Chronic Illness,Therapy,11.55,OWN1098,2025-01-02
PET1099,Rabbit,Mini Rex,13,Coughing,Chronic Illness,Medication,8.07,OWN1099,2025-01-03
PET1100,Cat,Siamese,9,Coughing,Healthy,None,20.42,OWN1100,2025-01-04
PET1101,Hamster,Chinese,1,Sneezing,Recovering,None,34.69,OWN1101,2025-01-05
PET1102,Dog,Bulldog,6,Diarrhea,Minor Illness,Surgery,10.03,OWN1102,2025-01-06
PET1103,Dog,Beagle,6,Diarrhea,Healthy,Medication,3.6,OWN1103,2025-01-07
PET1104,Bird,Canary,10,Diarrhea,Recovering,Medication,14.58,OWN1104,2025-01-08
PET1105,Bird,Canary,5,Sneezing,Recovering,Medication,30.03,OWN1105,2025-01-09
PET1106,Hamster,Chinese,12,Diarrhea,Minor Illness,Observation,22.25,OWN1106,2025-01-10
